,state,county,state_name,county_name,estimate_population
10181,31,81,Nebraska,Hamilton County,9564
10187,31,83,Nebraska,Harlan County,3018
10193,31,85,Nebraska,Hayes County,846
10199,31,87,Nebraska,Hitchcock County,2460
10205,31,89,Nebraska,Holt County,10120
10211,31,91,Nebraska,Hooker County,698
10217,31,93,Nebraska,Howard County,6572
10223,31,95,Nebraska,Jefferson County,7136
10229,31,97,Nebraska,Johnson County,5219
10235,31,99,Nebraska,Kearney County,6749
10241,31,101,Nebraska,Keith County,8148
10247,31,103,Nebraska,Keya Paha County,819
10253,31,105,Nebraska,Kimball County,3305
10259,31,107,Nebraska,Knox County,8306
10265,31,109,Nebraska,Lancaster County,332857
10271,31,111,Nebraska,Lincoln County,33319
10277,31,113,Nebraska,Logan County,694
10283,31,115,Nebraska,Loup County,582
10289,31,117,Nebraska,McPherson County,376
10295,31,119,Nebraska,Madison County,35579
10301,31,121,Nebraska,Merrick County,7837
10307,31,123,Nebraska,Morrill County,4485
10313,31,125,Nebraska,Nance County,3262
10319,31,127,Nebraska,Nemaha County,7046
10325,31,129,Nebraska,Nuckolls County,4094
10331,31,131,Nebraska,Otoe County,16591
10337,31,133,Nebraska,Pawnee County,2521
10343,31,135,Nebraska,Perkins County,2779
10349,31,137,Nebraska,Phelps County,9042
10355,31,139,Nebraska,Pierce County,7334
10361,31,141,Nebraska,Platte County,35499
10367,31,143,Nebraska,Polk County,5269
10373,31,145,Nebraska,Red Willow County,10409
10379,31,147,Nebraska,Richardson County,7666
10385,31,149,Nebraska,Rock County,1241
10391,31,151,Nebraska,Saline County,14740
10397,31,153,Nebraska,Sarpy County,204828
10403,31,155,Nebraska,Saunders County,23406
10409,31,157,Nebraska,Scotts Bluff County,35734
10415,31,159,Nebraska,Seward County,17769
10421,31,161,Nebraska,Sheridan County,4927
10427,31,163,Nebraska,Sherman County,2949
10433,31,165,Nebraska,Sioux County,1099
10439,31,167,Nebraska,Stanton County,5756
10445,31,169,Nebraska,Thayer County,4870
10451,31,171,Nebraska,Thomas County,634
10457,31,173,Nebraska,Thurston County,6637
10463,31,175,Nebraska,Valley County,4032
10469,31,177,Nebraska,Washington County,21254
10475,31,179,Nebraska,Wayne County,9870
10481,31,181,Nebraska,Webster County,3326
10487,31,183,Nebraska,Wheeler County,808
10493,31,185,Nebraska,York County,14375
10499,32,1,Nevada,Churchill County,26033
10505,32,3,Nevada,Clark County,2398871
10511,32,5,Nevada,Douglas County,49564
10517,32,7,Nevada,Elko County,54363
10523,32,9,Nevada,Esmeralda County,720
10529,32,11,Nevada,Eureka County,1877
10535,32,13,Nevada,Humboldt County,17116
10541,32,15,Nevada,Lander County,5785
10547,32,17,Nevada,Lincoln County,4345
10553,32,19,Nevada,Lyon County,63718
10559,32,21,Nevada,Mineral County,4475
10565,32,23,Nevada,Nye County,55990
10571,32,27,Nevada,Pershing County,6536
10577,32,29,Nevada,Storey County,4112
10583,32,31,Nevada,Washoe County,507280
10589,32,33,Nevada,White Pine County,8534
10595,32,510,Nevada,Carson City,58148
10601,33,1,New Hampshire,Belknap County,65257
10607,33,3,New Hampshire,Carroll County,52580
10613,33,5,New Hampshire,Cheshire County,78078
10619,33,7,New Hampshire,Coos County,31094
10625,33,9,New Hampshire,Grafton County,93045
10631,33,11,New Hampshire,Hillsborough County,430462
10637,33,13,New Hampshire,Merrimack County,157869
10643,33,15,New Hampshire,Rockingham County,322433
10649,33,17,New Hampshire,Strafford County,134202
10655,33,19,New Hampshire,Sullivan County,44012
10661,34,1,New Jersey,Atlantic County,279114
10667,34,3,New Jersey,Bergen County,978641
10673,34,5,New Jersey,Burlington County,475515
10679,34,7,New Jersey,Camden County,533988
10685,34,9,New Jersey,Cape May County,93875
10691,34,11,New Jersey,Cumberland County,155678
10697,34,13,New Jersey,Essex County,881527
10703,34,15,New Jersey,Gloucester County,311783
10709,34,17,New Jersey,Hudson County,736185
10715,34,19,New Jersey,Hunterdon County,131708
10721,34,21,New Jersey,Mercer County,392138
10727,34,23,New Jersey,Middlesex County,890119
10733,34,25,New Jersey,Monmouth County,647520
10739,34,27,New Jersey,Morris County,523053
10745,34,29,New Jersey,Ocean County,666434
10751,34,31,New Jersey,Passaic County,526597
10757,34,33,New Jersey,Salem County,65874
10763,34,35,New Jersey,Somerset County,357467
10769,34,37,New Jersey,Sussex County,147444
10775,34,39,New Jersey,Union County,594160
10781,34,41,New Jersey,Warren County,112031
10787,35,1,New Mexico,Bernalillo County,671747
10793,35,3,New Mexico,Catron County,3795
10799,35,5,New Mexico,Chaves County,63697
10805,35,6,New Mexico,Cibola County,26686
10811,35,7,New Mexico,Colfax County,12307
10817,35,9,New Mexico,Curry County,47156
10823,35,11,New Mexico,De Baca County,1657
10829,35,13,New Mexico,Doña Ana County,229366
10835,35,15,New Mexico,Eddy County,61436
10841,35,17,New Mexico,Grant County,27541
10847,35,19,New Mexico,Guadalupe County,4385
10853,35,21,New Mexico,Harding County,635
10859,35,23,New Mexico,Hidalgo County,3966
10865,35,25,New Mexico,Lea County,75151
10871,35,27,New Mexico,Lincoln County,20025
10877,35,28,New Mexico,Los Alamos County,19675
10883,35,29,New Mexico,Luna County,25878
10889,35,31,New Mexico,McKinley County,68945
10895,35,33,New Mexico,Mora County,4096
10901,35,35,New Mexico,Otero County,69711
10907,35,37,New Mexico,Quay County,8403
10913,35,39,New Mexico,Rio Arriba County,39955
10919,35,41,New Mexico,Roosevelt County,18713
10925,35,43,New Mexico,Sandoval County,157757
10931,35,45,New Mexico,San Juan County,120817
10937,35,47,New Mexico,San Miguel County,26428
10943,35,49,New Mexico,Santa Fe County,157765
10949,35,51,New Mexico,Sierra County,11389
10955,35,53,New Mexico,Socorro County,15967
10961,35,55,New Mexico,Taos County,34482
10967,35,57,New Mexico,Torrance County,15986
10973,35,59,New Mexico,Union County,3926
10979,35,61,New Mexico,Valencia County,80813
10985,36,1,New York,Albany County,319964
10991,36,3,New York,Allegany County,47299
10997,36,5,New York,Bronx County,1384724
11003,36,7,New York,Broome County,196397
11009,36,9,New York,Cattaraugus County,75475
11015,36,11,New York,Cayuga County,74567
11021,36,13,New York,Chautauqua County,124105
11027,36,15,New York,Chemung County,81115
11033,36,17,New York,Chenango County,45776
11039,36,19,New York,Clinton County,77871
11045,36,21,New York,Columbia County,60299
11051,36,23,New York,Cortland County,45945
11057,36,25,New York,Delaware County,44191
11063,36,27,New York,Dutchess County,299963
11069,36,29,New York,Erie County,950602
11075,36,31,New York,Essex County,36744
11081,36,33,New York,Franklin County,47086
11087,36,35,New York,Fulton County,52073
11093,36,37,New York,Genesee County,57604
11099,36,39,New York,Greene County,46903
11105,36,41,New York,Hamilton County,5082
11111,36,43,New York,Herkimer County,59585
11117,36,45,New York,Jefferson County,113140
11123,36,47,New York,Kings County,2617631
11129,36,49,New York,Lewis County,26570
11135,36,51,New York,Livingston County,61561
11141,36,53,New York,Madison County,67072
11147,36,55,New York,Monroe County,752202
11153,36,57,New York,Montgomery County,49648
11159,36,59,New York,Nassau County,1392438
11165,36,61,New York,New York County,1660664
11171,36,63,New York,Niagara County,209570
11177,36,65,New York,Oneida County,228347
11183,36,67,New York,Onondaga County,469812
11189,36,69,New York,Ontario County,113012
11195,36,71,New York,Orange County,411767
11201,36,73,New York,Orleans County,39686
11207,36,75,New York,Oswego County,118305
11213,36,77,New York,Otsego County,60524
11219,36,79,New York,Putnam County,98409
11225,36,81,New York,Queens County,2316841
11231,36,83,New York,Rensselaer County,160749
11237,36,85,New York,Richmond County,498212
11243,36,87,New York,Rockland County,348144
11249,36,89,New York,St. Lawrence County,106198
11255,36,91,New York,Saratoga County,240360
11261,36,93,New York,Schenectady County,162261
11267,36,95,New York,Schoharie County,30151
11273,36,97,New York,Schuyler County,17121
11279,36,99,New York,Seneca County,32650
11285,36,101,New York,Steuben County,92015
11291,36,103,New York,Suffolk County,1535909
11297,36,105,New York,Sullivan County,80450
11303,36,107,New York,Tioga County,47574
11309,36,109,New York,Tompkins County,105602
11315,36,111,New York,Ulster County,182977
11321,36,113,New York,Warren County,65288
11327,36,115,New York,Washington County,59839
11333,36,117,New York,Wayne County,90757
11339,36,119,New York,Westchester County,1006447
11345,36,121,New York,Wyoming County,39588
11351,36,123,New York,Yates County,24387
11357,37,1,North Carolina,Alamance County,183040
11363,37,3,North Carolina,Alexander County,36693
11369,37,5,North Carolina,Alleghany County,11379
11375,37,7,North Carolina,Anson County,22432
11381,37,9,North Carolina,Ashe County,27266
11387,37,11,North Carolina,Avery County,17811
11393,37,13,North Carolina,Beaufort County,44576
11399,37,15,North Carolina,Bertie County,16939
11405,37,17,North Carolina,Bladen County,29777
11411,37,19,North Carolina,Brunswick County,167112
11417,37,21,North Carolina,Buncombe County,279210
11423,37,23,North Carolina,Burke County,88545
11429,37,25,North Carolina,Cabarrus County,244925
11435,37,27,North Carolina,Caldwell County,80739
11441,37,29,North Carolina,Camden County,11184
11447,37,31,North Carolina,Carteret County,70259
11453,37,33,North Carolina,Caswell County,22363
11459,37,35,North Carolina,Catawba County,167054
11465,37,37,North Carolina,Chatham County,83874
11471,37,39,North Carolina,Cherokee County,30373
11477,37,41,North Carolina,Chowan County,13891
11483,37,43,North Carolina,Clay County,12042
11489,37,45,North Carolina,Cleveland County,102194
11495,37,47,North Carolina,Columbus County,50054
11501,37,49,North Carolina,Craven County,104167
11507,37,51,North Carolina,Cumberland County,338430
11513,37,53,North Carolina,Currituck County,32278
11519,37,55,North Carolina,Dare County,38183
11525,37,57,North Carolina,Davidson County,177809
11531,37,59,North Carolina,Davie County,45383
11537,37,61,North Carolina,Duplin County,50539
11543,37,63,North Carolina,Durham County,343628
11549,37,65,North Carolina,Edgecombe County,49124
11555,37,67,North Carolina,Forsyth County,398143
11561,37,69,North Carolina,Franklin County,79771
11567,37,71,North Carolina,Gaston County,242010
11573,37,73,North Carolina,Gates County,10299
11579,37,75,North Carolina,Graham County,8179
11585,37,77,North Carolina,Granville County,61544
11591,37,79,North Carolina,Greene County,20671
11597,37,81,North Carolina,Guilford County,558816
11603,37,83,North Carolina,Halifax County,46992
11609,37,85,North Carolina,Harnett County,146096
11615,37,87,North Carolina,Haywood County,63048
11621,37,89,North Carolina,Henderson County,120771
11627,37,91,North Carolina,Hertford County,19169
11633,37,93,North Carolina,Hoke County,55382
11639,37,95,North Carolina,Hyde County,4583
11645,37,97,North Carolina,Iredell County,206361
11651,37,99,North Carolina,Jackson County,45281
11657,37,101,North Carolina,Johnston County,249794
11663,37,103,North Carolina,Jones County,9462
11669,37,105,North Carolina,Lee County,68537
11675,37,107,North Carolina,Lenoir County,55332
11681,37,109,North Carolina,Lincoln County,97611
11687,37,111,North Carolina,McDowell County,45269
11693,37,113,North Carolina,Macon County,38717
11699,37,115,North Carolina,Madison County,22352
11705,37,117,North Carolina,Martin County,21523
11711,37,119,North Carolina,Mecklenburg County,1206285
11717,37,121,North Carolina,Mitchell County,15030
11723,37,123,North Carolina,Montgomery County,26364
11729,37,125,North Carolina,Moore County,108417
11735,37,127,North Carolina,Nash County,97990
11741,37,129,North Carolina,New Hanover County,243333
11747,37,131,North Carolina,Northampton County,16580
11753,37,133,North Carolina,Onslow County,212954
11759,37,135,North Carolina,Orange County,152877
11765,37,137,North Carolina,Pamlico County,12550
11771,37,139,North Carolina,Pasquotank County,41418
11777,37,141,North Carolina,Pender County,70077
11783,37,143,North Carolina,Perquimans County,13460
11789,37,145,North Carolina,Person County,40143
11795,37,147,North Carolina,Pitt County,180783
11801,37,149,North Carolina,Polk County,20320
11807,37,151,North Carolina,Randolph County,148389
11813,37,153,North Carolina,Richmond County,41990
11819,37,155,North Carolina,Robeson County,118624
11825,37,157,North Carolina,Rockingham County,93517
11831,37,159,North Carolina,Rowan County,153384
11837,37,161,North Carolina,Rutherford County,65587
11843,37,163,North Carolina,Sampson County,60404
11849,37,165,North Carolina,Scotland County,33898
11855,37,167,North Carolina,Stanly County,67326
11861,37,169,North Carolina,Stokes County,45857
11867,37,171,North Carolina,Surry County,71547
11873,37,173,North Carolina,Swain County,13945
11879,37,175,North Carolina,Transylvania County,34103
11885,37,177,North Carolina,Tyrrell County,3517
11891,37,179,North Carolina,Union County,263386
11897,37,181,North Carolina,Vance County,42337
11903,37,183,North Carolina,Wake County,1232444
11909,37,185,North Carolina,Warren County,19081
11915,37,187,North Carolina,Washington County,10654
11921,37,189,North Carolina,Watauga County,54997
11927,37,191,North Carolina,Wayne County,120338
11933,37,193,North Carolina,Wilkes County,66186
11939,37,195,North Carolina,Wilson County,79958
11945,37,197,North Carolina,Yadkin County,37995
11951,37,199,North Carolina,Yancey County,18993
11957,38,1,North Dakota,Adams County,2141
11963,38,3,North Dakota,Barnes County,10798
11969,38,5,North Dakota,Benson County,5756
11975,38,7,North Dakota,Billings County,1063
11981,38,9,North Dakota,Bottineau County,6391
11987,38,11,North Dakota,Bowman County,2886
11993,38,13,North Dakota,Burke County,2154
11999,38,15,North Dakota,Burleigh County,103107
12005,38,17,North Dakota,Cass County,200945
12011,38,19,North Dakota,Cavalier County,3567
12017,38,21,North Dakota,Dickey County,4930
12023,38,23,North Dakota,Divide County,2124
12029,38,25,North Dakota,Dunn County,4031
12035,38,27,North Dakota,Eddy County,2309
12041,38,29,North Dakota,Emmons County,3209
12047,38,31,North Dakota,Foster County,3323
12053,38,33,North Dakota,Golden Valley County,1795
12059,38,35,North Dakota,Grand Forks County,73771
12065,38,37,North Dakota,Grant County,2247
12071,38,39,North Dakota,Griggs County,2227
12077,38,41,North Dakota,Hettinger County,2419
12083,38,43,North Dakota,Kidder County,2371
12089,38,45,North Dakota,LaMoure County,4051
12095,38,47,North Dakota,Logan County,1880
12101,38,49,North Dakota,McHenry County,5135
12107,38,51,North Dakota,McIntosh County,2461
12113,38,53,North Dakota,McKenzie County,14782
12119,38,55,North Dakota,McLean County,9845
12125,38,57,North Dakota,Mercer County,8348
12131,38,59,North Dakota,Morton County,34194
12137,38,61,North Dakota,Mountrail County,9474
12143,38,63,North Dakota,Nelson County,3007
12149,38,65,North Dakota,Oliver County,1882
12155,38,67,North Dakota,Pembina County,6588
12161,38,69,North Dakota,Pierce County,3853
12167,38,71,North Dakota,Ramsey County,11510
12173,38,73,North Dakota,Ransom County,5590
12179,38,75,North Dakota,Renville County,2376
12185,38,77,North Dakota,Richland County,16658
12191,38,79,North Dakota,Rolette County,11692
12197,38,81,North Dakota,Sargent County,3710
12203,38,83,North Dakota,Sheridan County,1268
12209,38,85,North Dakota,Sioux County,3713
12215,38,87,North Dakota,Slope County,660
12221,38,89,North Dakota,Stark County,33767
12227,38,91,North Dakota,Steele County,1767
12233,38,93,North Dakota,Stutsman County,21546
12239,38,95,North Dakota,Towner County,2051
12245,38,97,North Dakota,Traill County,7989
12251,38,99,North Dakota,Walsh County,10214
12257,38,101,North Dakota,Ward County,68427
12263,38,103,North Dakota,Wells County,3803
12269,38,105,North Dakota,Williams County,40763
12275,39,1,Ohio,Adams County,27671
12281,39,3,Ohio,Allen County,100866
12287,39,5,Ohio,Ashland County,52420
12293,39,7,Ohio,Ashtabula County,96906
12299,39,9,Ohio,Athens County,63218
12305,39,11,Ohio,Auglaize County,45922
12311,39,13,Ohio,Belmont County,64692
12317,39,15,Ohio,Brown County,44292
12323,39,17,Ohio,Butler County,399542
12329,39,19,Ohio,Carroll County,26460
12335,39,21,Ohio,Champaign County,38907
12341,39,23,Ohio,Clark County,134985
12347,39,25,Ohio,Clermont County,214123
12353,39,27,Ohio,Clinton County,42019
12359,39,29,Ohio,Columbiana County,99823
12365,39,31,Ohio,Coshocton County,37003
12371,39,33,Ohio,Crawford County,41626
12377,39,35,Ohio,Cuyahoga County,1240594
12383,39,37,Ohio,Darke County,51462
12389,39,39,Ohio,Defiance County,38644
12395,39,41,Ohio,Delaware County,237966
12401,39,43,Ohio,Erie County,73841
12407,39,45,Ohio,Fairfield County,167762
12413,39,47,Ohio,Fayette County,28782
12419,39,49,Ohio,Franklin County,1356303
12425,39,51,Ohio,Fulton County,42028
12431,39,53,Ohio,Gallia County,28886
12437,39,55,Ohio,Geauga County,95362
12443,39,57,Ohio,Greene County,172347
12449,39,59,Ohio,Guernsey County,38219
12455,39,61,Ohio,Hamilton County,837359
12461,39,63,Ohio,Hancock County,75016
12467,39,65,Ohio,Hardin County,30402
12473,39,67,Ohio,Harrison County,14042
12479,39,69,Ohio,Henry County,27536
12485,39,71,Ohio,Highland County,43785
12491,39,73,Ohio,Hocking County,27429
12497,39,75,Ohio,Holmes County,44668
12503,39,77,Ohio,Huron County,58168
12509,39,79,Ohio,Jackson County,32723
12515,39,81,Ohio,Jefferson County,63900
12521,39,83,Ohio,Knox County,63848
12527,39,85,Ohio,Lake County,232360
12533,39,87,Ohio,Lawrence County,55829
12539,39,89,Ohio,Licking County,184898
12545,39,91,Ohio,Logan County,46085
12551,39,93,Ohio,Lorain County,322030
12557,39,95,Ohio,Lucas County,426291
12563,39,97,Ohio,Madison County,45531
12569,39,99,Ohio,Mahoning County,225786
12575,39,101,Ohio,Marion County,64976
12581,39,103,Ohio,Medina County,184625
12587,39,105,Ohio,Meigs County,21491
12593,39,107,Ohio,Mercer County,42648
12599,39,109,Ohio,Miami County,111950
12605,39,111,Ohio,Monroe County,13051
12611,39,113,Ohio,Montgomery County,537443
12617,39,115,Ohio,Morgan County,13532
12623,39,117,Ohio,Morrow County,35927
12629,39,119,Ohio,Muskingum County,86582
12635,39,121,Ohio,Noble County,14269
12641,39,123,Ohio,Ottawa County,39692
12647,39,125,Ohio,Paulding County,18755
12653,39,127,Ohio,Perry County,35682
12659,39,129,Ohio,Pickaway County,62158
12665,39,131,Ohio,Pike County,27065
12671,39,133,Ohio,Portage County,163839
12677,39,135,Ohio,Preble County,40801
12683,39,137,Ohio,Putnam County,34206
12689,39,139,Ohio,Richland County,124853
12695,39,141,Ohio,Ross County,76046
12701,39,143,Ohio,Sandusky County,58866
12707,39,145,Ohio,Scioto County,71798
12713,39,147,Ohio,Seneca County,54730
12719,39,149,Ohio,Shelby County,47952
12725,39,151,Ohio,Stark County,374091
12731,39,153,Ohio,Summit County,538370
12737,39,155,Ohio,Trumbull County,200300
12743,39,157,Ohio,Tuscarawas County,92048
12749,39,159,Ohio,Union County,71721
12755,39,161,Ohio,Van Wert County,28887
12761,39,163,Ohio,Vinton County,12545
12767,39,165,Ohio,Warren County,256059
12773,39,167,Ohio,Washington County,58332
12779,39,169,Ohio,Wayne County,116632
12785,39,171,Ohio,Williams County,36554
12791,39,173,Ohio,Wood County,133077
12797,39,175,Ohio,Wyandot County,21394
12803,40,1,Oklahoma,Adair County,19821
12809,40,3,Oklahoma,Alfalfa County,5712
12815,40,5,Oklahoma,Atoka County,14600
12821,40,7,Oklahoma,Beaver County,5025
12827,40,9,Oklahoma,Beckham County,22248
12833,40,11,Oklahoma,Blaine County,8573
12839,40,13,Oklahoma,Bryan County,50305
12845,40,15,Oklahoma,Caddo County,26337
12851,40,17,Oklahoma,Canadian County,181760
12857,40,19,Oklahoma,Carter County,49135
12863,40,21,Oklahoma,Cherokee County,48729
12869,40,23,Oklahoma,Choctaw County,14174
12875,40,25,Oklahoma,Cimarron County,2133
12881,40,27,Oklahoma,Cleveland County,303952
12887,40,29,Oklahoma,Coal County,5414
12893,40,31,Oklahoma,Comanche County,121396
12899,40,33,Oklahoma,Cotton County,5503
12905,40,35,Oklahoma,Craig County,14506
12911,40,37,Oklahoma,Creek County,73971
12917,40,39,Oklahoma,Custer County,28266
12923,40,41,Oklahoma,Delaware County,41771
12929,40,43,Oklahoma,Dewey County,4268
12935,40,45,Oklahoma,Ellis County,3601
12941,40,47,Oklahoma,Garfield County,62007
12947,40,49,Oklahoma,Garvin County,26149
12953,40,51,Oklahoma,Grady County,58353
12959,40,53,Oklahoma,Grant County,4123
12965,40,55,Oklahoma,Greer County,5433
12971,40,57,Oklahoma,Harmon County,2315
12977,40,59,Oklahoma,Harper County,3209
12983,40,61,Oklahoma,Haskell County,11811
12989,40,63,Oklahoma,Hughes County,13371
12995,40,65,Oklahoma,Jackson County,24541
13001,40,67,Oklahoma,Jefferson County,5374
13007,40,69,Oklahoma,Johnston County,10293
13013,40,71,Oklahoma,Kay County,43437
13019,40,73,Oklahoma,Kingfisher County,15820
13025,40,75,Oklahoma,Kiowa County,8257
13031,40,77,Oklahoma,Latimer County,9509
13037,40,79,Oklahoma,Le Flore County,49854
13043,40,81,Oklahoma,Lincoln County,34972
13049,40,83,Oklahoma,Logan County,53860
13055,40,85,Oklahoma,Love County,10423
13061,40,87,Oklahoma,McClain County,48434
13067,40,89,Oklahoma,McCurtain County,30805
13073,40,91,Oklahoma,McIntosh County,19710
13079,40,93,Oklahoma,Major County,7569
13085,40,95,Oklahoma,Marshall County,16147
13091,40,97,Oklahoma,Mayes County,40144
13097,40,99,Oklahoma,Murray County,13754
13103,40,101,Oklahoma,Muskogee County,66752
13109,40,103,Oklahoma,Noble County,10896
13115,40,105,Oklahoma,Nowata County,9561
13121,40,107,Oklahoma,Okfuskee County,11364
13127,40,109,Oklahoma,Oklahoma County,816490
13133,40,111,Oklahoma,Okmulgee County,37084
13139,40,113,Oklahoma,Osage County,46495
13145,40,115,Oklahoma,Ottawa County,30404
13151,40,117,Oklahoma,Pawnee County,16111
13157,40,119,Oklahoma,Payne County,84199
13163,40,121,Oklahoma,Pittsburg County,43395
13169,40,123,Oklahoma,Pontotoc County,38310
13175,40,125,Oklahoma,Pottawatomie County,74446
13181,40,127,Oklahoma,Pushmataha County,10800
13187,40,129,Oklahoma,Roger Mills County,3304
13193,40,131,Oklahoma,Rogers County,101371
13199,40,133,Oklahoma,Seminole County,23351
13205,40,135,Oklahoma,Sequoyah County,40555
13211,40,137,Oklahoma,Stephens County,44075
13217,40,139,Oklahoma,Texas County,20577
13223,40,141,Oklahoma,Tillman County,6736
13229,40,143,Oklahoma,Tulsa County,693514
13235,40,145,Oklahoma,Wagoner County,91257
13241,40,147,Oklahoma,Washington County,54060
13247,40,149,Oklahoma,Washita County,10839
13253,40,151,Oklahoma,Woods County,8582
13259,40,153,Oklahoma,Woodward County,19991
13265,41,1,Oregon,Baker County,16750
13271,41,3,Oregon,Benton County,98899
13277,41,5,Oregon,Clackamas County,425857
13283,41,7,Oregon,Clatsop County,41043
13289,41,9,Oregon,Columbia County,54063
13295,41,11,Oregon,Coos County,64326
13301,41,13,Oregon,Crook County,27336
13307,41,15,Oregon,Curry County,22774
13313,41,17,Oregon,Deschutes County,211535
13319,41,19,Oregon,Douglas County,112255
13325,41,21,Oregon,Gilliam County,1971
13331,41,23,Oregon,Grant County,7093
13337,41,25,Oregon,Harney County,7402
13343,41,27,Oregon,Hood River County,23764
13349,41,29,Oregon,Jackson County,221331
13355,41,31,Oregon,Jefferson County,25536
13361,41,33,Oregon,Josephine County,88276
13367,41,35,Oregon,Klamath County,70438
13373,41,37,Oregon,Lake County,8194
13379,41,39,Oregon,Lane County,382396
13385,41,41,Oregon,Lincoln County,51212
13391,41,43,Oregon,Linn County,132474
13397,41,45,Oregon,Malheur County,32315
13403,41,47,Oregon,Marion County,352867
13409,41,49,Oregon,Morrow County,12360
13415,41,51,Oregon,Multnomah County,795897
13421,41,53,Oregon,Polk County,90549
13427,41,55,Oregon,Sherman County,2002
13433,41,57,Oregon,Tillamook County,27264
13439,41,59,Oregon,Umatilla County,80491
13445,41,61,Oregon,Union County,26058
13451,41,63,Oregon,Wallowa County,7522
13457,41,65,Oregon,Wasco County,26507
13463,41,67,Oregon,Washington County,611272
13469,41,69,Oregon,Wheeler County,1456
13475,41,71,Oregon,Yamhill County,110886
13481,42,1,Pennsylvania,Adams County,107914
13487,42,3,Pennsylvania,Allegheny County,1231814
13493,42,5,Pennsylvania,Armstrong County,63679
13499,42,7,Pennsylvania,Beaver County,165540
13505,42,9,Pennsylvania,Bedford County,47643
13511,42,11,Pennsylvania,Berks County,439117
13517,42,13,Pennsylvania,Blair County,120269
13523,42,15,Pennsylvania,Bradford County,59699
13529,42,17,Pennsylvania,Bucks County,650131
13535,42,19,Pennsylvania,Butler County,199341
13541,42,21,Pennsylvania,Cambria County,130108
13547,42,23,Pennsylvania,Cameron County,4348
13553,42,25,Pennsylvania,Carbon County,65743
13559,42,27,Pennsylvania,Centre County,159805
13565,42,29,Pennsylvania,Chester County,560745
13571,42,31,Pennsylvania,Clarion County,36855
13577,42,33,Pennsylvania,Clearfield County,78132
13583,42,35,Pennsylvania,Clinton County,37865
13589,42,37,Pennsylvania,Columbia County,66012
13595,42,39,Pennsylvania,Crawford County,82089
13601,42,41,Pennsylvania,Cumberland County,275516
13607,42,43,Pennsylvania,Dauphin County,293029
13613,42,45,Pennsylvania,Delaware County,584882
13619,42,47,Pennsylvania,Elk County,30124
13625,42,49,Pennsylvania,Erie County,267750
13631,42,51,Pennsylvania,Fayette County,123941
13637,42,53,Pennsylvania,Forest County,6601
13643,42,55,Pennsylvania,Franklin County,159285
13649,42,57,Pennsylvania,Fulton County,14452
13655,42,59,Pennsylvania,Greene County,33960
13661,42,61,Pennsylvania,Huntingdon County,43359
13667,42,63,Pennsylvania,Indiana County,82953
13673,42,65,Pennsylvania,Jefferson County,43367
13679,42,67,Pennsylvania,Juniata County,23395
13685,42,69,Pennsylvania,Lackawanna County,216859
13691,42,71,Pennsylvania,Lancaster County,563293
13697,42,73,Pennsylvania,Lawrence County,84233
13703,42,75,Pennsylvania,Lebanon County,145319
13709,42,77,Pennsylvania,Lehigh County,385655
13715,42,79,Pennsylvania,Luzerne County,331379
13721,42,81,Pennsylvania,Lycoming County,113236
13727,42,83,Pennsylvania,McKean County,39478
13733,42,85,Pennsylvania,Mercer County,108140
13739,42,87,Pennsylvania,Mifflin County,45935
13745,42,89,Pennsylvania,Monroe County,166523
13751,42,91,Pennsylvania,Montgomery County,879190
13757,42,93,Pennsylvania,Montour County,18115
13763,42,95,Pennsylvania,Northampton County,322989
13769,42,97,Pennsylvania,Northumberland County,90027
13775,42,99,Pennsylvania,Perry County,46816
13781,42,101,Pennsylvania,Philadelphia County,1573916
13787,42,103,Pennsylvania,Pike County,62376
13793,42,105,Pennsylvania,Potter County,15993
13799,42,107,Pennsylvania,Schuylkill County,144523
13805,42,109,Pennsylvania,Snyder County,39627
13811,42,111,Pennsylvania,Somerset County,72134
13817,42,113,Pennsylvania,Sullivan County,5927
13823,42,115,Pennsylvania,Susquehanna County,38100
13829,42,117,Pennsylvania,Tioga County,40698
13835,42,119,Pennsylvania,Union County,42159
13841,42,121,Pennsylvania,Venango County,49476
13847,42,123,Pennsylvania,Warren County,37373
13853,42,125,Pennsylvania,Washington County,210434
13859,42,127,Pennsylvania,Wayne County,51419
13865,42,129,Pennsylvania,Westmoreland County,350935
13871,42,131,Pennsylvania,Wyoming County,25771
13877,42,133,Pennsylvania,York County,471240
13883,44,1,Rhode Island,Bristol County,50145
13889,44,3,Rhode Island,Kent County,172450
13895,44,5,Rhode Island,Newport County,83468
13901,44,7,Rhode Island,Providence County,675912
13907,44,9,Rhode Island,Washington County,130333
13913,45,1,South Carolina,Abbeville County,24607
13919,45,3,South Carolina,Aiken County,179245
13925,45,5,South Carolina,Allendale County,7551
13931,45,7,South Carolina,Anderson County,217183
13937,45,9,South Carolina,Bamberg County,12870
13943,45,11,South Carolina,Barnwell County,20495
13949,45,13,South Carolina,Beaufort County,201775
13955,45,15,South Carolina,Berkeley County,264276
13961,45,17,South Carolina,Calhoun County,14249
13967,45,19,South Carolina,Charleston County,431001
13973,45,21,South Carolina,Cherokee County,57770
13979,45,23,South Carolina,Chester County,32323
13985,45,25,South Carolina,Chesterfield County,44488
13991,45,27,South Carolina,Clarendon County,31030
13997,45,29,South Carolina,Colleton County,39259
14003,45,31,South Carolina,Darlington County,62425
